5,4,3,2,1,29
5,4,3,1,2,67
5,4,2,3,1,37
5,4,2,1,3,24
5,4,1,3,2,43
5,4,1,2,3,28
5,3,4,2,1,57
5,3,4,1,2,49
5,3,2,4,1,22
5,3,2,1,4,22
5,3,1,4,2,34
5,3,1,2,4,26
5,2,4,3,1,54
5,2,4,1,3,44
5,2,3,4,1,26
5,2,3,1,4,24
5,2,1,4,3,35
5,2,1,3,4,50
5,1,4,3,2,50
5,1,4,2,3,46
5,1,3,4,2,25
5,1,3,2,4,19
5,1,2,4,3,11
5,1,2,3,4,29
4,5,3,2,1,31
4,5,3,1,2,54
4,5,2,3,1,34
4,5,2,1,3,24
4,5,1,3,2,38
4,5,1,2,3,30
4,3,5,2,1,91
4,3,5,1,2,84
4,3,2,5,1,30
4,3,2,1,5,35
4,3,1,5,2,38
4,3,1,2,5,35
4,2,5,3,1,58
4,2,5,1,3,66
4,2,3,5,1,24
4,2,3,1,5,51
4,2,1,5,3,52
4,2,1,3,5,40
4,1,5,3,2,50
4,1,5,2,3,45
4,1,3,5,2,31
4,1,3,2,5,23
4,1,2,5,3,22
4,1,2,3,5,16
3,5,4,2,1,71
3,5,4,1,2,61
3,5,2,4,1,41
3,5,2,1,4,27
3,5,1,4,2,45
3,5,1,2,4,36
3,4,5,2,1,107
3,4,5,1,2,133
3,4,2,5,1,62
3,4,2,1,5,28
3,4,1,5,2,87
3,4,1,2,5,35
3,2,5,4,1,41
3,2,5,1,4,64
3,2,4,5,1,34
3,2,4,1,5,75
3,2,1,5,4,82
3,2,1,4,5,74
3,1,5,4,2,30
3,1,5,2,4,34
3,1,4,5,2,40
3,1,4,2,5,42
3,1,2,5,4,30
3,1,2,4,5,34
2,5,4,3,1,35
2,5,4,1,3,34
2,5,3,4,1,40
2,5,3,1,4,21
2,5,1,4,3,106
2,5,1,3,4,79
2,4,5,3,1,63
2,4,5,1,3,53
2,4,3,5,1,44
2,4,3,1,5,28
2,4,1,5,3,162
2,4,1,3,5,96
2,3,5,4,1,45
2,3,5,1,4,52
2,3,4,5,1,53
2,3,4,1,5,52
2,3,1,5,4,186
2,3,1,4,5,172
2,1,5,4,3,36
2,1,5,3,4,42
2,1,4,5,3,24
2,1,4,3,5,26
2,1,3,5,4,30
2,1,3,4,5,40
1,5,4,3,2,40
1,5,4,2,3,35
1,5,3,4,2,36
1,5,3,2,4,17
1,5,2,4,3,70
1,5,2,3,4,50
1,4,5,3,2,52
1,4,5,2,3,48
1,4,3,5,2,51
1,4,3,2,5,24
1,4,2,5,3,70
1,4,2,3,5,45
1,3,5,4,2,35
1,3,5,2,4,28
1,3,4,5,2,37
1,3,4,2,5,35
1,3,2,5,4,95
1,3,2,4,5,102
1,2,5,4,3,34
1,2,5,3,4,35
1,2,4,5,3,29
1,2,4,3,5,27
1,2,3,5,4,28
1,2,3,4,5,30
NaN,NaN,NaN,NaN,1,1022
NaN,NaN,NaN,1,NaN,1145
NaN,NaN,1,NaN,NaN,1198
NaN,1,NaN,NaN,NaN,881
1,NaN,NaN,NaN,NaN,895
NaN,NaN,NaN,2,1,143
NaN,NaN,NaN,1,2,196
NaN,NaN,2,NaN,1,64
NaN,NaN,2,1,NaN,48
NaN,NaN,1,NaN,2,93
